institution_id,institution_name,country,region,institution_type,institution_size,funding_type,survey_quarter,year,primary_discipline_focus,policy_stance,ai_adoption_rate,policy_maturity_score,faculty_training_hours,student_ai_literacy_index,integrity_incident_rate,learning_outcome_delta,ai_tool_diversity,infrastructure_readiness,research_output_ai_pct,student_satisfaction_score,annual_it_budget_usd,faculty_count,adoption_tier,readiness_category,training_investment_per_faculty,risk_adjusted_adoption
INST_01795,State Lakewood University of Technology [NEW-1795],New Zealand,Asia Pacific,Research University,Very Large (>30K),Private,2023-Q2,2023,STEM,Permissive,60.74,3.09,40.5,94.4,24.92,12.65,7,7.75,23.62,3.71,28808539,3653,High (>45%),Advanced,394.31,37.54
INST_01796,Advanced Eastfield Polytechnic [IND-1796],India,Asia Pacific,Technical Institute,Large (15K-30K),Mixed,2023-Q1,2023,Health Sciences,Cautious,24.68,3.18,35.1,70.2,12.61,15.29,2,6.5,4.33,3.01,7761097,909,Medium (20-45%),Developing,426.9,15.7
INST_01797,Eastern Northgate University College [CAN-1797],Canada,North America,Teaching University,Small (<5K),Public,2023-Q3,2023,Health Sciences,Restrictive,23.9,3.17,33.7,78.7,7.6,11.78,5,8.49,3.77,3.63,1666602,155,Medium (20-45%),Advanced,537.61,15.15
INST_01798,Bridgeport Teaching University [KEN-1798],Kenya,Africa,Teaching University,Small (<5K),Public,2023-Q1,2023,Social Sciences,Permissive,12.65,1.82,7.8,37.7,23.36,7.64,2,4.01,1.5,3.41,441344,49,Low (0-20%),Developing,450.35,4.6
INST_01799,Stonegate College [KUW-1799],Kuwait,Middle East,Community College,Medium (5K-15K),Private,2024-Q3,2024,Business,Permissive,39.14,3.23,20.0,60.7,25.75,0.6,6,6.94,4.08,3.75,2372232,160,Medium (20-45%),Developing,741.32,25.28
INST_01800,Northgate State University [VIE-1800],Vietnam,Asia Pacific,Teaching University,Large (15K-30K),Mixed,2023-Q4,2023,Humanities,Restrictive,29.04,2.81,31.7,74.9,5.71,14.72,5,7.11,6.36,3.86,8532389,1115,Medium (20-45%),Advanced,382.62,16.32
INST_01801,University of Riverside [MOR-1801],Morocco,Africa,Research University,Medium (5K-15K),Public,2023-Q3,2023,Social Sciences,Restrictive,13.45,2.44,13.9,57.2,22.07,-2.74,2,4.23,7.68,2.84,3161420,159,Low (0-20%),Developing,994.16,6.56
INST_01802,Riverside Academy [EGY-1802],Egypt,Africa,Liberal Arts College,Medium (5K-15K),Private,2023-Q2,2023,Humanities,Cautious,9.07,3.04,8.1,36.3,11.87,12.19,2,4.98,0.78,3.33,1462053,337,Low (0-20%),Developing,216.92,5.51
INST_01803,Pinehurst Institute [PHI-1803],Philippines,Asia Pacific,Community College,Large (15K-30K),Public,2023-Q2,2023,STEM,Cautious,16.82,3.16,21.1,53.8,13.31,7.4,3,7.27,0.67,3.59,2692435,1074,Low (0-20%),Advanced,125.35,10.63
INST_01804,University of Northgate [FIN-1804],Finland,Europe,Teaching University,Medium (5K-15K),Private,2023-Q4,2023,STEM,Restrictive,20.99,3.76,35.5,70.1,6.36,6.19,3,8.76,5.11,3.42,7539643,472,Medium (20-45%),Advanced,798.69,15.78
INST_01805,Southport Teaching University [NIG-1805],Nigeria,Africa,Teaching University,Large (15K-30K),Private,2024-Q2,2024,Humanities,Integrated,42.66,3.38,17.5,57.2,12.38,12.99,7,4.56,18.81,4.33,2385245,1111,Medium (20-45%),Developing,107.35,28.84
INST_01806,University of Cedarville [THA-1806],Thailand,Asia Pacific,Research University,Medium (5K-15K),Public,2023-Q3,2023,Humanities,Permissive,58.54,3.0,51.5,88.5,14.29,18.41,9,7.21,21.56,4.09,8227547,235,High (>45%),Advanced,1750.54,35.12
INST_01807,University of Hillcrest [SOU-1807],South Korea,Asia Pacific,Research University,Large (15K-30K),Public,2024-Q4,2024,STEM,Integrated,82.0,4.59,76.0,98.0,7.44,19.47,11,7.53,65.0,3.86,12720012,1039,High (>45%),Advanced,612.13,75.28
INST_01808,Southport Academic University [OMA-1808],Oman,Middle East,Teaching University,Large (15K-30K),Public,2024-Q2,2024,Humanities,Cautious,55.43,3.46,29.9,76.8,16.73,13.32,4,7.21,15.75,3.33,7009784,463,High (>45%),Advanced,757.0,38.36
INST_01809,Ashford Technical University [IRE-1809],Ireland,Europe,Technical Institute,Medium (5K-15K),Private,2023-Q3,2023,Humanities,Cautious,28.83,3.58,34.4,78.8,8.75,7.09,4,8.36,9.99,3.56,5125800,242,Medium (20-45%),Advanced,1059.05,20.64
INST_01810,Springdale University [COL-1810],Colombia,Latin America,Research University,Large (15K-30K),Private,2024-Q2,2024,Social Sciences,Integrated,49.32,3.59,43.2,88.7,7.4,27.86,8,5.5,33.43,4.34,7982135,491,High (>45%),Developing,812.84,35.41
INST_01811,Northgate Research Research University [VIE-1811],Vietnam,Asia Pacific,Research University,Very Large (>30K),Public,2024-Q4,2024,Business,Integrated,73.63,4.61,50.3,98.0,12.38,20.24,11,7.51,65.0,4.29,14919408,5336,High (>45%),Advanced,139.8,67.89
INST_01812,Southern Westbrook University [UNI-1812],United Arab Emirates,Middle East,Teaching University,Very Large (>30K),Public,2023-Q1,2023,Business,Permissive,28.66,2.51,18.4,57.9,47.73,6.08,5,5.91,1.45,3.58,15649547,5479,Medium (20-45%),Developing,142.81,14.39
INST_01813,Fairview Institute of Science [HON-1813],Hong Kong,Asia Pacific,Research University,Large (15K-30K),Private,2024-Q4,2024,Multidisciplinary,Cautious,63.17,3.62,61.4,98.0,7.45,25.39,7,8.42,56.5,4.01,19887726,852,High (>45%),Advanced,1167.12,45.74
INST_01814,Clearwater Research Research University [UNI-1814],United States,North America,Research University,Very Large (>30K),Public,2024-Q2,2024,STEM,Permissive,82.0,3.38,55.3,98.0,21.29,15.56,8,8.59,65.0,4.1,23244405,2924,High (>45%),Advanced,397.48,55.43
INST_01815,University of Lakewood [BRA-1815],Brazil,Latin America,Research University,Large (15K-30K),Public,2023-Q4,2023,Multidisciplinary,Integrated,40.48,3.68,44.3,83.0,4.14,17.64,4,6.27,22.8,4.19,5345812,1148,Medium (20-45%),Developing,232.83,29.79
INST_01816,Crestmont Technical Center [FIN-1816],Finland,Europe,Community College,Small (<5K),Private,2023-Q4,2023,Humanities,Cautious,23.44,3.05,22.7,55.1,19.54,13.76,4,8.09,1.68,3.73,1108137,159,Medium (20-45%),Advanced,348.47,14.3
INST_01817,State Bridgeport University of Technology [KUW-1817],Kuwait,Middle East,Research University,Medium (5K-15K),Public,2023-Q2,2023,Health Sciences,Permissive,49.1,2.69,35.1,81.2,13.69,17.44,5,8.28,23.15,4.39,7188169,352,High (>45%),Advanced,1021.05,26.42
INST_01818,Stonegate Research University of Technology [VIE-1818],Vietnam,Asia Pacific,Research University,Large (15K-30K),Private,2024-Q1,2024,STEM,Integrated,62.11,3.82,52.5,89.2,9.57,8.79,7,7.87,52.24,3.56,23342470,508,High (>45%),Advanced,2297.49,47.45
INST_01819,University of Meadowbrook [RWA-1819],Rwanda,Africa,Teaching University,Medium (5K-15K),Mixed,2023-Q1,2023,Multidisciplinary,Integrated,10.08,2.62,12.1,30.7,10.21,10.59,2,3.99,0.95,4.18,1177714,360,Low (0-20%),Underprepared,163.57,5.28
INST_01820,University of Southport [TUR-1820],Turkey,Middle East,Research University,Very Large (>30K),Private,2024-Q4,2024,Health Sciences,Integrated,74.39,4.25,73.3,98.0,4.55,22.11,10,7.0,65.0,4.38,33574678,5011,High (>45%),Developing,335.01,63.23
INST_01821,Lakewood Technical Center [AUS-1821],Australia,Asia Pacific,Community College,Medium (5K-15K),Private,2024-Q4,2024,Health Sciences,Integrated,46.92,4.41,33.7,83.1,8.62,15.71,8,8.62,3.13,4.3,1098669,216,High (>45%),Advanced,254.32,41.38
INST_01822,Greendale Technical Polytechnic [KUW-1822],Kuwait,Middle East,Technical Institute,Small (<5K),Private,2024-Q1,2024,Health Sciences,Cautious,45.16,4.03,31.3,88.2,25.92,2.67,6,8.87,10.95,3.4,2810968,174,High (>45%),Advanced,807.75,36.4
INST_01823,Hillcrest University of Technology [ECU-1823],Ecuador,Latin America,Research University,Large (15K-30K),Public,2024-Q3,2024,Humanities,Cautious,54.75,3.66,47.6,81.8,11.16,6.32,8,6.31,65.0,3.58,8188233,795,High (>45%),Developing,514.98,40.08
INST_01824,Federal Stonegate Institute of Science [UNI-1824],United Arab Emirates,Middle East,Research University,Large (15K-30K),Private,2024-Q3,2024,Multidisciplinary,Permissive,82.0,3.55,47.2,98.0,24.4,11.26,6,7.78,65.0,4.16,21933588,1016,High (>45%),Advanced,1079.41,58.22
INST_01825,Maplewood Liberal Arts College [NEW-1825],New Zealand,Asia Pacific,Liberal Arts College,Large (15K-30K),Private,2023-Q1,2023,STEM,Restrictive,11.2,2.61,29.5,86.2,12.84,6.78,2,6.12,0.71,3.11,7143349,872,Low (0-20%),Developing,409.6,5.85
INST_01826,Highland Meadowbrook Liberal Arts College [TUR-1826],Turkey,Middle East,Liberal Arts College,Small (<5K),Private,2023-Q3,2023,Multidisciplinary,Integrated,36.89,3.87,27.1,63.5,8.25,19.47,5,7.42,4.09,4.53,2155150,83,Medium (20-45%),Advanced,1298.28,28.55
INST_01827,Advanced Crestmont Tech [KEN-1827],Kenya,Africa,Technical Institute,Medium (5K-15K),Mixed,2024-Q2,2024,STEM,Cautious,45.82,2.91,28.0,75.0,19.55,7.9,5,4.48,30.97,2.72,1318863,420,High (>45%),Developing,157.01,26.67
INST_01828,Cedarville Research University [SOU-1828],South Korea,Asia Pacific,Research University,Large (15K-30K),Private,2024-Q3,2024,Social Sciences,Integrated,63.12,4.32,77.5,98.0,3.71,26.72,7,7.56,54.96,4.81,12081107,437,High (>45%),Advanced,1382.28,54.54
INST_01829,University of Stonegate [BRA-1829],Brazil,Latin America,Technical Institute,Medium (5K-15K),Private,2023-Q1,2023,STEM,Integrated,28.06,3.0,23.4,60.7,12.5,12.1,4,5.04,3.8,4.33,2870690,426,Medium (20-45%),Developing,336.94,16.84
INST_01830,University of Fairview [CZE-1830],Czech Republic,Europe,Research University,Large (15K-30K),Private,2023-Q3,2023,Business,Restrictive,31.74,2.83,26.6,92.2,9.37,17.4,5,6.11,13.9,3.74,21931688,1027,Medium (20-45%),Developing,1067.76,17.96
INST_01831,District Fairview Community College [MOR-1831],Morocco,Africa,Community College,Small (<5K),Private,2023-Q3,2023,Humanities,Integrated,15.04,3.26,12.7,48.0,9.72,14.19,3,4.74,0.8,4.2,525981,96,Low (0-20%),Developing,273.95,9.81
INST_01832,Pinehurst Teaching State University [NET-1832],Netherlands,Europe,Teaching University,Very Large (>30K),Public,2023-Q1,2023,STEM,Cautious,21.96,2.71,25.8,59.9,7.91,18.3,2,7.57,1.71,3.82,20236221,3270,Medium (20-45%),Advanced,309.42,11.9
INST_01833,Silverton College [ECU-1833],Ecuador,Latin America,Liberal Arts College,Small (<5K),Public,2024-Q1,2024,Multidisciplinary,Integrated,32.06,3.69,32.1,80.2,5.63,17.14,6,6.45,6.41,3.98,502652,73,Medium (20-45%),Developing,344.28,23.66
INST_01834,Cedarville Technical Center [TUR-1834],Turkey,Middle East,Community College,Small (<5K),Private,2023-Q3,2023,STEM,Permissive,27.7,2.97,15.7,50.6,35.39,16.52,4,7.51,1.11,3.78,712256,118,Medium (20-45%),Advanced,301.8,16.45
INST_01835,Southern Kingswood University [SAU-1835],Saudi Arabia,Middle East,Teaching University,Medium (5K-15K),Public,2024-Q2,2024,Business,Integrated,58.87,4.19,42.8,83.9,9.46,21.82,5,5.98,19.24,4.22,4485504,379,High (>45%),Developing,591.76,49.33
INST_01836,University of Thornbury [NEW-1836],New Zealand,Asia Pacific,Teaching University,Small (<5K),Private,2023-Q4,2023,Health Sciences,Integrated,51.36,3.71,40.0,78.2,9.09,23.51,8,7.07,11.44,4.35,1603669,105,High (>45%),Advanced,763.65,38.11
INST_01837,Kingswood University College [ITA-1837],Italy,Europe,Teaching University,Large (15K-30K),Private,2024-Q1,2024,Social Sciences,Permissive,43.24,3.47,24.6,87.5,48.0,-0.43,7,8.7,11.45,3.77,8513707,697,Medium (20-45%),Advanced,610.74,30.01
INST_01838,Polytechnic Oakville Institute of Technology [FRA-1838],France,Europe,Technical Institute,Small (<5K),Public,2024-Q3,2024,STEM,Cautious,56.95,4.16,56.1,98.0,7.29,17.0,12,8.42,30.26,3.85,1744987,130,High (>45%),Advanced,671.15,47.38
INST_01839,Hillcrest University College [TAN-1839],Tanzania,Africa,Teaching University,Large (15K-30K),Private,2024-Q4,2024,Health Sciences,Cautious,47.6,3.74,31.4,67.4,18.38,7.24,8,4.34,15.42,3.05,2226339,1068,High (>45%),Developing,104.23,35.6
INST_01840,University of Cedarville [TAN-1840],Tanzania,Africa,Teaching University,Small (<5K),Public,2023-Q4,2023,Health Sciences,Cautious,22.08,2.55,18.8,51.1,15.0,5.42,5,5.06,3.81,3.32,620629,113,Medium (20-45%),Developing,274.61,11.26
INST_01841,Willowdale Teaching State University [ITA-1841],Italy,Europe,Teaching University,Large (15K-30K),Mixed,2024-Q2,2024,Business,Cautious,27.65,3.57,28.8,76.0,8.66,0.19,5,6.89,10.58,3.5,12343266,1241,Medium (20-45%),Developing,497.31,19.74
INST_01842,University of Southport [SAU-1842],Saudi Arabia,Middle East,Research University,Medium (5K-15K),Mixed,2023-Q1,2023,STEM,Restrictive,16.11,2.75,10.6,67.6,9.62,0.68,3,6.12,4.39,2.7,9033614,254,Low (0-20%),Developing,1778.27,8.86
INST_01843,Lakewood Liberal Academy [OMA-1843],Oman,Middle East,Liberal Arts College,Medium (5K-15K),Public,2024-Q4,2024,Humanities,Permissive,76.69,3.69,41.6,97.6,16.63,9.68,10,8.25,21.49,4.29,2549877,378,High (>45%),Advanced,337.29,56.6
INST_01844,Pinehurst Technical Center [CHI-1844],Chile,Latin America,Community College,Medium (5K-15K),Public,2024-Q2,2024,Humanities,Permissive,28.73,3.45,21.1,55.0,43.7,1.07,5,7.23,2.51,2.92,721119,368,Medium (20-45%),Advanced,97.98,19.82
INST_01845,University of Oakville [SAU-1845],Saudi Arabia,Middle East,Technical Institute,Small (<5K),Public,2023-Q3,2023,STEM,Restrictive,21.67,3.19,24.0,80.0,10.52,7.19,4,7.37,6.36,3.09,2891731,105,Medium (20-45%),Advanced,1377.01,13.83
INST_01846,Meadowbrook Liberal Liberal Arts College [IND-1846],India,Asia Pacific,Liberal Arts College,Small (<5K),Private,2023-Q2,2023,Social Sciences,Permissive,30.19,2.54,26.2,73.4,22.39,17.07,5,6.22,2.97,3.57,1594207,48,Medium (20-45%),Developing,1660.63,15.34
INST_01847,Meadowbrook Research University of Technology [CAN-1847],Canada,North America,Research University,Very Large (>30K),Private,2024-Q3,2024,Humanities,Cautious,61.18,3.87,51.5,98.0,7.7,11.59,5,8.58,65.0,4.32,57319829,2849,High (>45%),Advanced,1005.96,47.35
INST_01848,University of Harborview [SWE-1848],Sweden,Europe,Research University,Very Large (>30K),Public,2023-Q4,2023,STEM,Cautious,35.07,3.34,52.6,93.3,8.03,17.84,3,7.29,24.77,3.62,26381581,4822,Medium (20-45%),Advanced,273.55,23.43
INST_01849,Oakville State University [UNI-1849],United States,North America,Teaching University,Medium (5K-15K),Private,2023-Q3,2023,STEM,Restrictive,20.4,3.36,40.1,81.5,6.26,9.9,3,7.93,3.98,3.86,6234926,307,Medium (20-45%),Advanced,1015.46,13.71
INST_01850,Springdale Community College [VIE-1850],Vietnam,Asia Pacific,Community College,Medium (5K-15K),Public,2023-Q1,2023,Business,Permissive,20.95,3.16,13.5,57.1,37.89,1.18,2,6.82,0.63,3.37,1577947,348,Medium (20-45%),Developing,226.72,13.24
INST_01851,Willowdale Liberal Academy [COL-1851],Colombia,Latin America,Liberal Arts College,Large (15K-30K),Mixed,2023-Q1,2023,Social Sciences,Restrictive,9.96,2.45,17.4,53.9,6.11,13.38,3,5.2,0.76,3.5,1621031,785,Low (0-20%),Developing,103.25,4.88
INST_01852,Willowdale University [SWI-1852],Switzerland,Europe,Research University,Large (15K-30K),Public,2024-Q3,2024,Business,Cautious,54.64,3.36,51.8,98.0,10.14,23.39,8,6.98,65.0,4.09,16023354,929,High (>45%),Developing,862.4,36.72
INST_01853,Ashford Teaching Academic University [ECU-1853],Ecuador,Latin America,Teaching University,Medium (5K-15K),Mixed,2024-Q3,2024,Health Sciences,Integrated,54.36,4.36,24.7,80.1,7.61,22.61,10,5.1,17.24,3.96,2626542,290,High (>45%),Developing,452.85,47.4
INST_01854,University of Lakewood [UNI-1854],United States,North America,Community College,Medium (5K-15K),Private,2024-Q2,2024,Multidisciplinary,Restrictive,15.0,3.72,31.1,64.6,13.74,4.85,4,9.72,1.19,4.01,3628774,286,Low (0-20%),Advanced,634.4,11.16
INST_01855,District Oakville Technical Center [VIE-1855],Vietnam,Asia Pacific,Community College,Small (<5K),Mixed,2023-Q4,2023,STEM,Cautious,20.88,3.37,24.1,61.0,17.19,9.67,4,7.81,1.47,3.69,1657874,173,Medium (20-45%),Advanced,479.15,14.07
INST_01856,University of Pinehurst [FRA-1856],France,Europe,Community College,Medium (5K-15K),Private,2023-Q1,2023,Humanities,Cautious,15.32,3.06,25.0,46.7,8.2,8.63,3,5.74,0.59,3.48,3087102,343,Low (0-20%),Developing,450.01,9.38
INST_01857,Maplewood Tech [POR-1857],Portugal,Europe,Technical Institute,Small (<5K),Private,2024-Q4,2024,Social Sciences,Integrated,72.5,4.57,48.9,98.0,5.75,17.81,12,7.8,48.12,4.56,5707304,156,High (>45%),Advanced,1829.26,66.26
INST_01858,Clearwater Community College [SWI-1858],Switzerland,Europe,Community College,Very Large (>30K),Private,2023-Q4,2023,Social Sciences,Restrictive,12.4,3.28,18.3,54.7,6.78,3.55,2,7.41,0.75,3.78,7589841,3481,Low (0-20%),Advanced,109.02,8.13
INST_01859,University of Kingswood [TAI-1859],Taiwan,Asia Pacific,Teaching University,Small (<5K),Private,2023-Q1,2023,Business,Restrictive,11.82,2.85,22.2,63.9,11.12,3.45,2,8.1,1.32,3.12,2133940,98,Low (0-20%),Advanced,1088.74,6.74
INST_01860,Fairview State University [POL-1860],Poland,Europe,Teaching University,Medium (5K-15K),Public,2023-Q3,2023,Social Sciences,Integrated,55.83,3.67,33.0,86.4,7.45,23.76,7,7.83,10.79,4.89,4580408,378,High (>45%),Advanced,605.87,40.98
INST_01861,Innovation Greendale Institute of Technology [JAP-1861],Japan,Asia Pacific,Technical Institute,Large (15K-30K),Private,2023-Q2,2023,Business,Integrated,42.28,3.67,39.0,58.7,11.52,19.06,4,8.02,7.6,4.59,5656239,1106,Medium (20-45%),Advanced,255.71,31.03
INST_01862,University of Silverton [TAN-1862],Tanzania,Africa,Teaching University,Medium (5K-15K),Mixed,2023-Q1,2023,Humanities,Restrictive,6.24,2.76,13.3,46.9,9.24,9.31,1,4.76,0.95,2.72,1924658,313,Low (0-20%),Developing,307.45,3.44
INST_01863,Southport Community Community College [SAU-1863],Saudi Arabia,Middle East,Community College,Medium (5K-15K),Mixed,2023-Q3,2023,STEM,Cautious,14.71,3.38,15.4,54.0,14.85,6.56,4,8.52,0.68,3.7,2500202,293,Low (0-20%),Advanced,426.66,9.94
INST_01864,Lake Thornbury Institute [CAN-1864],Canada,North America,Liberal Arts College,Small (<5K),Private,2023-Q1,2023,STEM,Permissive,24.42,2.55,30.5,78.9,14.84,15.43,4,7.19,2.25,4.06,2557295,162,Medium (20-45%),Advanced,789.29,12.45
INST_01865,Stonegate Teaching Academic University [RWA-1865],Rwanda,Africa,Teaching University,Very Large (>30K),Public,2024-Q3,2024,Health Sciences,Integrated,60.74,3.9,27.9,74.1,13.33,15.4,7,5.18,23.54,3.52,2549806,6152,High (>45%),Developing,20.72,47.38
INST_01866,Lake Ashford Institute [SWI-1866],Switzerland,Europe,Liberal Arts College,Small (<5K),Public,2023-Q1,2023,Humanities,Permissive,21.84,2.55,22.8,74.6,14.77,12.19,3,7.88,1.86,4.29,3203260,94,Medium (20-45%),Advanced,1703.86,11.14
INST_01867,Federal Greendale University of Technology [GER-1867],Germany,Europe,Research University,Large (15K-30K),Public,2023-Q1,2023,Business,Permissive,51.35,2.92,43.9,78.4,25.53,18.91,5,7.41,17.29,3.52,12634052,1367,High (>45%),Advanced,462.11,29.99
INST_01868,Eastern Maplewood Academic University [FRA-1868],France,Europe,Teaching University,Large (15K-30K),Mixed,2024-Q1,2024,Business,Restrictive,23.04,3.21,30.1,84.4,7.81,0.57,3,7.67,7.77,3.18,7508152,553,Medium (20-45%),Advanced,678.86,14.79
INST_01869,University of Springdale [ARG-1869],Argentina,Latin America,Technical Institute,Small (<5K),Public,2023-Q2,2023,STEM,Integrated,29.57,3.22,24.0,62.2,7.98,18.66,4,4.53,5.73,4.2,688864,67,Medium (20-45%),Developing,514.08,19.04
INST_01870,Clearwater Teaching Academic University [OMA-1870],Oman,Middle East,Teaching University,Large (15K-30K),Public,2023-Q2,2023,STEM,Restrictive,18.97,2.85,17.0,75.0,12.47,6.5,2,7.33,3.14,3.33,3220331,606,Low (0-20%),Advanced,265.7,10.81
INST_01871,Advanced Lakewood Technical University [KEN-1871],Kenya,Africa,Technical Institute,Very Large (>30K),Public,2024-Q3,2024,STEM,Integrated,55.13,4.35,34.5,75.0,7.01,23.52,8,5.05,34.64,4.05,3488686,3167,High (>45%),Developing,55.08,47.96
INST_01872,Kingswood Technical Technical University [IND-1872],Indonesia,Asia Pacific,Technical Institute,Large (15K-30K),Public,2024-Q2,2024,Multidisciplinary,Cautious,43.37,4.11,36.9,80.1,19.99,15.39,2,8.11,10.34,3.7,5985601,1276,Medium (20-45%),Advanced,234.55,35.65
INST_01873,Central Meadowbrook Research University [CHI-1873],China,Asia Pacific,Research University,Very Large (>30K),Public,2023-Q4,2023,Business,Integrated,47.7,4.03,63.0,98.0,9.47,35.71,6,7.03,23.88,4.51,22322366,7318,High (>45%),Advanced,152.52,38.45
INST_01874,Lakewood Technical University [SOU-1874],South Africa,Africa,Technical Institute,Very Large (>30K),Public,2024-Q4,2024,Social Sciences,Permissive,82.0,2.96,24.8,83.6,22.93,9.39,10,4.82,39.82,3.23,4194397,5908,High (>45%),Developing,35.5,48.54
INST_01875,Maplewood Liberal Arts College [IND-1875],India,Asia Pacific,Liberal Arts College,Small (<5K),Mixed,2023-Q1,2023,Humanities,Cautious,20.63,2.72,30.1,68.4,26.26,4.24,3,6.94,1.45,3.5,2444065,168,Medium (20-45%),Developing,727.4,11.22
INST_01876,Ashford Liberal Arts College [CAN-1876],Canada,North America,Liberal Arts College,Medium (5K-15K),Public,2023-Q3,2023,Health Sciences,Integrated,32.45,3.73,34.6,83.3,5.25,21.32,6,8.31,5.22,4.57,4908639,210,Medium (20-45%),Advanced,1168.72,24.21
INST_01877,Cedarville Teaching University [ARG-1877],Argentina,Latin America,Teaching University,Medium (5K-15K),Public,2024-Q2,2024,Business,Integrated,60.17,3.89,36.6,70.9,18.04,14.4,9,6.15,12.84,3.88,2395431,240,High (>45%),Developing,499.05,46.81
INST_01878,Mount Crestmont College [NET-1878],Netherlands,Europe,Liberal Arts College,Medium (5K-15K),Public,2023-Q4,2023,STEM,Cautious,23.84,3.41,32.5,78.7,10.06,9.2,4,8.58,1.7,3.85,2724847,390,Medium (20-45%),Advanced,349.34,16.26
INST_01879,University of Crestmont [JAP-1879],Japan,Asia Pacific,Liberal Arts College,Small (<5K),Public,2023-Q3,2023,Humanities,Integrated,35.44,3.33,31.1,71.5,8.08,12.49,5,5.91,4.9,4.09,1628301,59,Medium (20-45%),Developing,1379.92,23.6
INST_01880,Oakville Tech [CHI-1880],Chile,Latin America,Technical Institute,Very Large (>30K),Private,2023-Q3,2023,Business,Permissive,37.42,3.07,25.6,68.0,48.0,-4.29,5,7.23,12.22,3.27,12123994,3252,Medium (20-45%),Advanced,186.41,22.98
INST_01881,Southern Silverton Academic University [AUS-1881],Austria,Europe,Teaching University,Medium (5K-15K),Public,2023-Q4,2023,Health Sciences,Permissive,47.82,3.34,21.2,72.4,33.35,6.2,8,8.26,10.26,3.99,6722112,516,High (>45%),Advanced,651.37,31.94
INST_01882,Stonegate Technical Tech [CHI-1882],China,Asia Pacific,Technical Institute,Medium (5K-15K),Public,2024-Q1,2024,STEM,Restrictive,34.49,3.06,30.4,85.7,18.71,6.68,2,7.76,11.68,3.42,3657972,171,Medium (20-45%),Advanced,1069.58,21.11
INST_01883,University of Willowdale [FRA-1883],France,Europe,Research University,Large (15K-30K),Mixed,2023-Q2,2023,Health Sciences,Restrictive,16.1,2.49,38.2,86.7,6.52,11.76,3,7.36,5.09,3.87,14939445,475,Low (0-20%),Advanced,1572.57,8.02
INST_01884,Capital Crestmont University [BEL-1884],Belgium,Europe,Teaching University,Large (15K-30K),Private,2024-Q4,2024,STEM,Restrictive,25.14,3.93,36.1,79.5,5.4,14.85,7,8.36,12.2,3.96,8606846,1086,Medium (20-45%),Advanced,396.26,19.76
INST_01885,Silverton University College [PHI-1885],Philippines,Asia Pacific,Teaching University,Medium (5K-15K),Public,2024-Q1,2024,Health Sciences,Permissive,43.88,2.92,21.2,76.5,30.82,4.7,5,6.52,15.17,3.13,4913812,409,Medium (20-45%),Developing,600.71,25.63
INST_01886,Northgate Community College [FIN-1886],Finland,Europe,Community College,Small (<5K),Public,2024-Q2,2024,Multidisciplinary,Cautious,25.6,3.91,28.1,68.5,16.31,8.4,5,7.51,3.29,3.58,756925,97,Medium (20-45%),Advanced,390.17,20.02
INST_01887,Eastfield Institute of Technology [PER-1887],Peru,Latin America,Technical Institute,Large (15K-30K),Public,2023-Q3,2023,Health Sciences,Cautious,27.79,2.67,18.6,61.0,21.35,6.11,5,5.77,9.63,3.3,4172581,998,Medium (20-45%),Developing,209.05,14.84
INST_01888,Eastfield Technical Center [UNI-1888],United Arab Emirates,Middle East,Community College,Medium (5K-15K),Public,2023-Q4,2023,Health Sciences,Integrated,36.29,3.72,28.4,73.6,7.51,5.84,6,6.67,2.46,4.25,1460500,250,Medium (20-45%),Developing,292.1,27.0
INST_01889,Westbrook Liberal Institute [MOR-1889],Morocco,Africa,Liberal Arts College,Medium (5K-15K),Private,2023-Q2,2023,Humanities,Permissive,19.11,2.58,11.2,51.9,27.24,4.21,2,3.9,1.79,3.0,1456393,259,Low (0-20%),Underprepared,281.16,9.86
INST_01890,Applied Northgate Polytechnic [MAL-1890],Malaysia,Asia Pacific,Technical Institute,Small (<5K),Private,2023-Q4,2023,STEM,Permissive,60.38,2.71,38.4,78.4,45.53,1.48,8,6.66,16.51,3.17,2986995,141,High (>45%),Developing,1059.22,32.73
INST_01891,Kingswood Technical Polytechnic [SWI-1891],Switzerland,Europe,Technical Institute,Medium (5K-15K),Mixed,2023-Q2,2023,STEM,Cautious,23.92,2.81,32.3,76.5,15.37,9.21,3,5.89,6.21,4.38,9012712,298,Medium (20-45%),Developing,1512.2,13.44
INST_01892,Meadowbrook College [NEW-1892],New Zealand,Asia Pacific,Community College,Medium (5K-15K),Public,2023-Q1,2023,Business,Integrated,18.12,3.57,25.9,66.1,6.72,21.12,3,6.53,0.51,4.67,1621230,174,Low (0-20%),Developing,465.87,12.94
INST_01893,Metropolitan Northgate University College [CAN-1893],Canada,North America,Teaching University,Small (<5K),Mixed,2024-Q1,2024,STEM,Integrated,59.84,4.39,35.9,98.0,3.03,25.16,6,9.44,22.59,4.9,3744495,85,High (>45%),Advanced,2202.64,52.54
INST_01894,Westbrook Technical Center [SAU-1894],Saudi Arabia,Middle East,Community College,Medium (5K-15K),Mixed,2023-Q1,2023,Business,Restrictive,7.85,2.26,17.1,54.3,9.94,5.09,1,6.68,0.3,2.89,1127469,411,Low (0-20%),Developing,137.16,3.55
